UID          PID    PPID     LWP  C NLWP STIME TTY          TIME CMD
supprit    11204   10965   11241  0   16 09:33 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    12806    2786   12806  0    4 09:36 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
supprit    12806    2786   12807  0    4 09:36 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
supprit    12806    2786   12808  0    4 09:36 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
supprit    12806    2786   12809  0    4 09:36 ?        00:00:00 /usr/libexec/gvfsd-http --spawner :1.20 /org/gtk/gvfs/exec_spaw/2
supprit    14093   10965   14093  0    6 09:39 ?        00:00:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    14093   10965   14094  0    6 09:39 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    14093   10965   14095  0    6 09:39 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    14093   10965   14096  0    6 09:39 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    14093   10965   14097  0    6 09:39 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    14093   10965   14098  0    6 09:39 ?        00:00:00 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=11008 --enable-crash-reporter=eb31cc92-fe53-4272-8de1-926faf1bbdda,no_channel --user-data-dir=/home/supprit/.config/Antigravity --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,18339146900081685695,17697936985250178479,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync,PdfUseShowSaveFilePicker --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
supprit    41143    2786   41143  0    5 10:52 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
supprit    41143    2786   41144  0    5 10:52 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
supprit    41143    2786   41145  0    5 10:52 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
supprit    41143    2786   41146  0    5 10:52 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
supprit    41143    2786   41152  0    5 10:52 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.20 /org/gtk/gvfs/exec_spaw/3
supprit    41153    2786   41153  0    4 10:52 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
supprit    41153    2786   41154  0    4 10:52 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
supprit    41153    2786   41155  0    4 10:52 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
supprit    41153    2786   41156  0    4 10:52 ?        00:00:00 /usr/libexec/gvfsd-dnssd --spawner :1.20 /org/gtk/gvfs/exec_spaw/4
root       45383       2   45383  0    1 11:15 ?        00:00:02 [kworker/u74:3-flush-259:0]
supprit    53563    2573   53563  0   41 11:33 ?        00:00:15 /usr/share/antigravity/antigravity .
supprit    53563    2573   53565  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53571  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53572  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53573  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53574  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53575  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53576  0   41 11:33 ?        00:00:01 /usr/share/antigravity/antigravity .
supprit    53563    2573   53577  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53578  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53579  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53580  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53581  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53582  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53583  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53587  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53588  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53589  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53590  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53591  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53592  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53593  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53594  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53595  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53596  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53597  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53598  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53599  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53600  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53621  0   41 11:33 ?        00:00:01 /usr/share/antigravity/antigravity .
supprit    53563    2573   53622  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53623  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53624  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53625  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53626  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53703  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53707  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53715  0   41 11:33 ?        00:00:02 /usr/share/antigravity/antigravity .
supprit    53563    2573   53725  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53864  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53563    2573   53865  0   41 11:33 ?        00:00:00 /usr/share/antigravity/antigravity .
supprit    53567   53563   53567  0    1 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53568   53563   53568  0    1 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
supprit    53570   53568   53570  0    1 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote
supprit    53585    2573   53585  0    2 11:33 ?        00:00:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=46 --shared-client-connection
supprit    53585    2573   53586  0    2 11:33 ?        00:00:00 /usr/share/antigravity/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/supprit/.config/Antigravity/Crashpad --annotation=_companyName=Google --annotation=_productName=Antigravity --annotation=_version=1.104.0 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.3.1 --initial-client-fd=46 --shared-client-connection
supprit    53604   53567   53604  0   16 11:33 ?        00:00:11 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53668  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53669  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53670  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53671  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53675  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53695  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53696  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53697  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53698  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53699  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53700  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53701  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53702  0   16 11:33 ?        00:00:03 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
supprit    53604   53567   53716  0   16 11:33 ?        00:00:00 /usr/share/antigravity/antigravity --type=zygote --no-zygote-sandbox
